time(s),avg_photon_density,avg_axion_density,avg_neutrino_density,avg_energy_density
0.000000000000023020624690000002,inf,inf,0,inf
0.00000000000002307453716,inf,inf,0,inf
0.00000000000002312844963,inf,inf,0,inf
0.000000000000023182362100000003,inf,inf,0,inf
0.00000000000002323627457,inf,inf,0,inf
0.000000000000023290187040000002,inf,inf,0,inf
0.00000000000002334409951,inf,inf,0,inf
0.00000000000002339801198,inf,inf,0,inf
0.000000000000023451924450000003,inf,inf,0,inf
0.00000000000002350583692,inf,inf,0,inf
0.000000000000023559749390000002,inf,inf,0,inf
0.00000000000002361366186,inf,inf,0,inf
0.00000000000002366757433,inf,inf,0,inf
0.000000000000023721486800000003,inf,inf,0,inf
0.00000000000002377539927,inf,inf,0,inf
0.000000000000023829311740000002,inf,inf,0,inf
0.00000000000002388322421,inf,inf,0,inf
0.00000000000002393713668,inf,inf,0,inf
0.000000000000023991049150000003,inf,inf,0,inf
0.00000000000002404496162,inf,inf,0,inf
0.000000000000024098874090000002,inf,inf,0,inf
0.00000000000002415278656,inf,inf,0,inf
0.00000000000002420669903,inf,inf,0,inf
0.000000000000024260611500000002,inf,inf,0,inf
0.00000000000002431452397,inf,inf,0,inf
0.000000000000024368436440000002,inf,inf,0,inf
0.00000000000002442234891,inf,inf,0,inf
0.00000000000002447626138,inf,inf,0,inf
0.000000000000024530173850000002,inf,inf,0,inf
0.00000000000002458408632,inf,inf,0,inf
0.000000000000024637998790000002,inf,inf,0,inf
0.00000000000002469191126,inf,inf,0,inf
0.00000000000002474582373,inf,inf,0,inf
0.000000000000024799736200000002,inf,inf,0,inf
0.00000000000002485364867,inf,inf,0,inf
0.000000000000024907561140000002,inf,inf,0,inf
0.00000000000002496147361,inf,inf,0,inf
0.00000000000002501538608,inf,inf,0,inf
0.000000000000025069298550000002,inf,inf,0,inf
0.00000000000002512321102,inf,inf,0,inf
0.000000000000025177123490000002,inf,inf,0,inf
0.00000000000002523103596,inf,inf,0,inf
0.00000000000002528494843,inf,inf,0,inf
0.000000000000025338860900000002,inf,inf,0,inf
0.00000000000002539277337,inf,inf,0,inf
0.000000000000025446685840000002,inf,inf,0,inf
0.00000000000002550059831,inf,inf,0,inf
0.00000000000002555451078,inf,inf,0,inf
0.000000000000025608423250000002,inf,inf,0,inf
0.00000000000002566233572,inf,inf,0,inf
0.000000000000025716248190000002,inf,inf,0,inf
0.00000000000002577016066,inf,inf,0,inf
0.00000000000002582407313,inf,inf,0,inf
0.000000000000025877985600000002,inf,inf,0,inf
0.00000000000002593189807,inf,inf,0,inf
0.000000000000025985810540000002,inf,inf,0,inf
0.00000000000002603972301,inf,inf,0,inf
0.00000000000002609363548,inf,inf,0,inf
0.000000000000026147547950000002,inf,inf,0,inf
0.00000000000002620146042,inf,inf,0,inf
0.00000000000002625537289,inf,inf,0,inf
0.000000000000026309285360000003,inf,inf,0,inf
0.00000000000002636319783,inf,inf,0,inf
0.000000000000026417110300000002,inf,inf,0,inf
0.00000000000002647102277,inf,inf,0,inf
0.00000000000002652493524,inf,inf,0,inf
0.000000000000026578847710000003,inf,inf,0,inf
0.00000000000002663276018,inf,inf,0,inf
0.000000000000026686672650000002,inf,inf,0,inf
0.00000000000002674058512,inf,inf,0,inf
0.00000000000002679449759,inf,inf,0,inf
0.000000000000026848410060000003,inf,inf,0,inf
0.00000000000002690232253,inf,inf,0,inf
0.000000000000026956235000000002,inf,inf,0,inf
0.00000000000002701014747,inf,inf,0,inf
0.00000000000002706405994,inf,inf,0,inf
0.000000000000027117972410000003,inf,inf,0,inf
0.00000000000002717188488,inf,inf,0,inf
0.000000000000027225797350000002,inf,inf,0,inf
0.00000000000002727970982,inf,inf,0,inf
0.00000000000002733362229,inf,inf,0,inf
0.000000000000027387534760000003,inf,inf,0,inf
0.00000000000002744144723,inf,inf,0,inf
0.000000000000027495359700000002,inf,inf,0,inf
0.00000000000002754927217,inf,inf,0,inf
0.00000000000002760318464,inf,inf,0,inf
0.000000000000027657097110000003,inf,inf,0,inf
0.00000000000002771100958,inf,inf,0,inf
0.000000000000027764922050000002,inf,inf,0,inf
0.00000000000002781883452,inf,inf,0,inf
0.00000000000002787274699,inf,inf,0,inf
0.000000000000027926659460000003,inf,inf,0,inf
0.00000000000002798057193,inf,inf,0,inf
0.000000000000028034484400000002,inf,inf,0,inf
0.00000000000002808839687,inf,inf,0,inf
0.00000000000002814230934,inf,inf,0,inf
0.000000000000028196221810000003,inf,inf,0,inf
0.00000000000002825013428,inf,inf,0,inf
0.000000000000028304046750000002,inf,inf,0,inf
0.00000000000002835795922,inf,inf,0,inf
0.00000000000002841187169,inf,inf,0,inf
0.00000000000002846578416,inf,inf,0,inf
0.00000000000002851969663,inf,inf,0,inf
0.0000000000000285736091,inf,inf,0,inf
0.00000000000002862752157,inf,inf,0,inf
0.000000000000028681434040000004,inf,inf,0,inf
0.00000000000002873534651,inf,inf,0,inf
0.00000000000002878925898,inf,inf,0,inf
0.00000000000002884317145,inf,inf,0,inf
0.00000000000002889708392,inf,inf,0,inf
0.000000000000028950996390000004,inf,inf,0,inf
0.00000000000002900490886,inf,inf,0,inf
0.00000000000002905882133,inf,inf,0,inf
0.0000000000000291127338,inf,inf,0,inf
0.00000000000002916664627,inf,inf,0,inf
0.000000000000029220558740000004,inf,inf,0,inf
0.00000000000002927447121,inf,inf,0,inf
0.00000000000002932838368,inf,inf,0,inf
0.00000000000002938229615,inf,inf,0,inf
0.00000000000002943620862,inf,inf,0,inf
0.000000000000029490121090000004,inf,inf,0,inf
0.00000000000002954403356,inf,inf,0,inf
0.00000000000002959794603,inf,inf,0,inf
0.0000000000000296518585,inf,inf,0,inf
0.00000000000002970577097,inf,inf,0,inf
0.000000000000029759683440000004,inf,inf,0,inf
0.00000000000002981359591,inf,inf,0,inf
0.00000000000002986750838,inf,inf,0,inf
0.00000000000002992142085,inf,inf,0,inf
0.00000000000002997533332,inf,inf,0,inf
0.000000000000030029245790000004,inf,inf,0,inf
0.00000000000003008315826,inf,inf,0,inf
0.00000000000003013707073,inf,inf,0,inf
0.0000000000000301909832,inf,inf,0,inf
0.00000000000003024489567,inf,inf,0,inf
0.000000000000030298808140000004,inf,inf,0,inf
0.00000000000003035272061,inf,inf,0,inf
0.00000000000003040663308,inf,inf,0,inf
0.00000000000003046054555,inf,inf,0,inf
0.00000000000003051445802,inf,inf,0,inf
0.000000000000030568370490000004,inf,inf,0,inf
0.00000000000003062228296,inf,inf,0,inf
0.00000000000003067619543,inf,inf,0,inf
0.0000000000000307301079,inf,inf,0,inf
0.00000000000003078402037,inf,inf,0,inf
0.000000000000030837932840000004,inf,inf,0,inf
0.00000000000003089184531,inf,inf,0,inf
0.00000000000003094575778,inf,inf,0,inf
0.00000000000003099967025,inf,inf,0,inf
0.00000000000003105358272,inf,inf,0,inf
0.000000000000031107495190000004,inf,inf,0,inf
0.00000000000003116140766,inf,inf,0,inf
0.00000000000003121532013,inf,inf,0,inf
0.0000000000000312692326,inf,inf,0,inf
0.00000000000003132314507,inf,inf,0,inf
0.000000000000031377057540000004,inf,inf,0,inf
0.00000000000003143097001,inf,inf,0,inf
0.00000000000003148488248,inf,inf,0,inf
0.00000000000003153879495,inf,inf,0,inf
0.00000000000003159270742,inf,inf,0,inf
0.000000000000031646619890000004,inf,inf,0,inf
0.00000000000003170053236,inf,inf,0,inf
0.00000000000003175444483,inf,inf,0,inf
0.0000000000000318083573,inf,inf,0,inf
0.00000000000003186226977,inf,inf,0,inf
0.000000000000031916182240000004,inf,inf,0,inf
0.00000000000003197009471,inf,inf,0,inf
0.00000000000003202400718,inf,inf,0,inf
0.00000000000003207791965,inf,inf,0,inf
0.00000000000003213183212,inf,inf,0,inf
0.000000000000032185744590000004,inf,inf,0,inf
0.00000000000003223965706,inf,inf,0,inf
0.00000000000003229356953,inf,inf,0,inf
0.000000000000032347482,inf,inf,0,inf
0.00000000000003240139447,inf,inf,0,inf
0.000000000000032455306940000004,inf,inf,0,inf
0.00000000000003250921941,inf,inf,0,inf
0.00000000000003256313188,inf,inf,0,inf
0.00000000000003261704435,inf,inf,0,inf
0.00000000000003267095682,inf,inf,0,inf
0.000000000000032724869290000004,inf,inf,0,inf
0.00000000000003277878176,inf,inf,0,inf
0.00000000000003283269423,inf,inf,0,inf
0.0000000000000328866067,inf,inf,0,inf
0.00000000000003294051917,inf,inf,0,inf
0.000000000000032994431640000004,inf,inf,0,inf
0.00000000000003304834411,inf,inf,0,inf
0.00000000000003310225658,inf,inf,0,inf
0.00000000000003315616905,inf,inf,0,inf
0.00000000000003321008152,inf,inf,0,inf
0.000000000000033263993990000004,inf,inf,0,inf
0.00000000000003331790646,inf,inf,0,inf
0.00000000000003337181893,inf,inf,0,inf
0.0000000000000334257314,inf,inf,0,inf
0.00000000000003347964387,inf,inf,0,inf
0.000000000000033533556340000004,inf,inf,0,inf
0.00000000000003358746881,inf,inf,0,inf
0.00000000000003364138128,inf,inf,0,inf
0.00000000000003369529375,inf,inf,0,inf
0.00000000000003374920622,inf,inf,0,inf
0.000000000000033803118690000004,inf,inf,0,inf
0.000000000000033857031160000005,inf,inf,0,inf
0.00000000000003391094363,inf,inf,0,inf
0.0000000000000339648561,inf,inf,0,inf
0.00000000000003401876857,inf,inf,0,inf
0.000000000000034072681040000003,inf,inf,0,inf
0.000000000000034126593510000005,inf,inf,0,inf
0.00000000000003418050598,inf,inf,0,inf
0.00000000000003423441845,inf,inf,0,inf
0.00000000000003428833092,inf,inf,0,inf
0.000000000000034342243390000003,inf,inf,0,inf
0.000000000000034396155860000005,inf,inf,0,inf
0.00000000000003445006833,inf,inf,0,inf
0.0000000000000345039808,inf,inf,0,inf
0.00000000000003455789327,inf,inf,0,inf
0.000000000000034611805740000003,inf,inf,0,inf
0.000000000000034665718210000005,inf,inf,0,inf
0.00000000000003471963068,inf,inf,0,inf
0.00000000000003477354315,inf,inf,0,inf
0.00000000000003482745562,inf,inf,0,inf
0.000000000000034881368090000003,inf,inf,0,inf
0.000000000000034935280560000005,inf,inf,0,inf
0.00000000000003498919303,inf,inf,0,inf
0.0000000000000350431055,inf,inf,0,inf
0.00000000000003509701797,inf,inf,0,inf
0.000000000000035150930440000003,inf,inf,0,inf
0.000000000000035204842910000005,inf,inf,0,inf
0.00000000000003525875538,inf,inf,0,inf
0.00000000000003531266785,inf,inf,0,inf
0.00000000000003536658032,inf,inf,0,inf
0.000000000000035420492790000003,inf,inf,0,inf
0.000000000000035474405260000005,inf,inf,0,inf
0.00000000000003552831773,inf,inf,0,inf
0.0000000000000355822302,inf,inf,0,inf
0.00000000000003563614267,inf,inf,0,inf
0.000000000000035690055140000003,inf,inf,0,inf
0.000000000000035743967610000004,inf,inf,0,inf
0.00000000000003579788008,inf,inf,0,inf
0.00000000000003585179255,inf,inf,0,inf
0.00000000000003590570502,inf,inf,0,inf
0.000000000000035959617490000003,inf,inf,0,inf
0.000000000000036013529960000004,inf,inf,0,inf
0.00000000000003606744243,inf,inf,0,inf
0.0000000000000361213549,inf,inf,0,inf
0.00000000000003617526737,inf,inf,0,inf
0.00000000000003622917984,inf,inf,0,inf
0.000000000000036283092310000004,inf,inf,0,inf
0.00000000000003633700478,inf,inf,0,inf
0.00000000000003639091725,inf,inf,0,inf
0.00000000000003644482972,inf,inf,0,inf
0.00000000000003649874219,inf,inf,0,inf
0.000000000000036552654660000004,inf,inf,0,inf
0.00000000000003660656713,inf,inf,0,inf
0.0000000000000366604796,inf,inf,0,inf
0.00000000000003671439207,inf,inf,0,inf
0.00000000000003676830454,inf,inf,0,inf
0.000000000000036822217010000004,inf,inf,0,inf
0.00000000000003687612948,inf,inf,0,inf
0.00000000000003693004195,inf,inf,0,inf
0.00000000000003698395442,inf,inf,0,inf
0.00000000000003703786689,inf,inf,0,inf
0.000000000000037091779360000004,inf,inf,0,inf
0.00000000000003714569183,inf,inf,0,inf
0.0000000000000371996043,inf,inf,0,inf
0.00000000000003725351677,inf,inf,0,inf
0.00000000000003730742924,inf,inf,0,inf
0.000000000000037361341710000004,inf,inf,0,inf
0.00000000000003741525418,inf,inf,0,inf
0.00000000000003746916665,inf,inf,0,inf
0.00000000000003752307912,inf,inf,0,inf
0.00000000000003757699159,inf,inf,0,inf
0.000000000000037630904060000004,inf,inf,0,inf
0.00000000000003768481653,inf,inf,0,inf
0.000000000000037738729,inf,inf,0,inf
0.00000000000003779264147,inf,inf,0,inf
0.00000000000003784655394,inf,inf,0,inf
0.000000000000037900466410000004,inf,inf,0,inf
0.00000000000003795437888,inf,inf,0,inf
0.00000000000003800829135,inf,inf,0,inf
0.00000000000003806220382,inf,inf,0,inf
0.00000000000003811611629,inf,inf,0,inf
0.000000000000038170028760000004,inf,inf,0,inf
0.00000000000003822394123,inf,inf,0,inf
0.0000000000000382778537,inf,inf,0,inf
0.00000000000003833176617,inf,inf,0,inf
0.00000000000003838567864,inf,inf,0,inf
0.000000000000038439591110000004,inf,inf,0,inf
0.00000000000003849350358,inf,inf,0,inf
0.00000000000003854741605,inf,inf,0,inf
0.00000000000003860132852,inf,inf,0,inf
0.00000000000003865524099,inf,inf,0,inf
0.000000000000038709153460000004,inf,inf,0,inf
0.00000000000003876306593,inf,inf,0,inf
0.0000000000000388169784,inf,inf,0,inf
0.00000000000003887089087,inf,inf,0,inf
0.00000000000003892480334,inf,inf,0,inf
0.000000000000038978715810000004,inf,inf,0,inf
0.00000000000003903262828,inf,inf,0,inf
0.00000000000003908654075,inf,inf,0,inf
0.00000000000003914045322,inf,inf,0,inf
0.00000000000003919436569,inf,inf,0,inf
0.000000000000039248278160000004,inf,inf,0,inf
0.00000000000003930219063,inf,inf,0,inf
0.0000000000000393561031,inf,inf,0,inf
0.00000000000003941001557,inf,inf,0,inf
0.00000000000003946392804,inf,inf,0,inf
0.000000000000039517840510000004,inf,inf,0,inf
0.00000000000003957175298,inf,inf,0,inf
0.00000000000003962566545,inf,inf,0,inf
0.00000000000003967957792,inf,inf,0,inf
0.00000000000003973349039,inf,inf,0,inf
0.000000000000039787402860000004,inf,inf,0,inf
0.00000000000003984131533,inf,inf,0,inf
0.0000000000000398952278,inf,inf,0,inf
0.00000000000003994914027,inf,inf,0,inf
0.00000000000004000305274,inf,inf,0,inf
0.000000000000040056965210000004,inf,inf,0,inf
0.000000000000040110877680000005,inf,inf,0,inf
0.00000000000004016479015,inf,inf,0,inf
0.00000000000004021870262,inf,inf,0,inf
0.00000000000004027261509,inf,inf,0,inf
0.000000000000040326527560000004,inf,inf,0,inf
0.000000000000040380440030000005,inf,inf,0,inf
0.0000000000000404343525,inf,inf,0,inf
0.00000000000004048826497,inf,inf,0,inf
0.00000000000004054217744,inf,inf,0,inf
0.000000000000040596089910000004,inf,inf,0,inf
0.000000000000040650002380000005,inf,inf,0,inf
0.00000000000004070391485,inf,inf,0,inf
0.00000000000004075782732,inf,inf,0,inf
0.00000000000004081173979,inf,inf,0,inf
0.000000000000040865652260000004,inf,inf,0,inf
0.000000000000040919564730000005,inf,inf,0,inf
0.0000000000000409734772,inf,inf,0,inf
0.00000000000004102738967,inf,inf,0,inf
0.00000000000004108130214,inf,inf,0,inf
0.000000000000041135214610000004,inf,inf,0,inf
0.000000000000041189127080000005,inf,inf,0,inf
0.00000000000004124303955,inf,inf,0,inf
0.00000000000004129695202,inf,inf,0,inf
0.00000000000004135086449,inf,inf,0,inf
0.000000000000041404776960000004,inf,inf,0,inf
0.000000000000041458689430000005,inf,inf,0,inf
0.0000000000000415126019,inf,inf,0,inf
0.00000000000004156651437,inf,inf,0,inf
0.00000000000004162042684,inf,inf,0,inf
0.000000000000041674339310000004,inf,inf,0,inf
0.000000000000041728251780000005,inf,inf,0,inf
0.00000000000004178216425,inf,inf,0,inf
0.00000000000004183607672,inf,inf,0,inf
0.00000000000004188998919,inf,inf,0,inf
0.000000000000041943901660000003,inf,inf,0,inf
0.000000000000041997814130000005,inf,inf,0,inf
0.0000000000000420517266,inf,inf,0,inf
0.00000000000004210563907,inf,inf,0,inf
0.00000000000004215955154,inf,inf,0,inf
0.000000000000042213464010000003,inf,inf,0,inf
0.000000000000042267376480000005,inf,inf,0,inf
0.00000000000004232128895,inf,inf,0,inf
0.00000000000004237520142,inf,inf,0,inf
0.00000000000004242911389,inf,inf,0,inf
0.000000000000042483026360000003,inf,inf,0,inf
0.000000000000042536938830000005,inf,inf,0,inf
0.0000000000000425908513,inf,inf,0,inf
0.00000000000004264476377,inf,inf,0,inf
0.00000000000004269867624,inf,inf,0,inf
0.000000000000042752588710000003,inf,inf,0,inf
0.000000000000042806501180000005,inf,inf,0,inf
0.00000000000004286041365,inf,inf,0,inf
0.00000000000004291432612,inf,inf,0,inf
0.00000000000004296823859,inf,inf,0,inf
0.000000000000043022151060000003,inf,inf,0,inf
0.000000000000043076063530000005,inf,inf,0,inf
0.000000000000043129976,inf,inf,0,inf
0.00000000000004318388847,inf,inf,0,inf
0.00000000000004323780094,inf,inf,0,inf
0.000000000000043291713410000003,inf,inf,0,inf
0.000000000000043345625880000005,inf,inf,0,inf
0.00000000000004339953835,inf,inf,0,inf
0.00000000000004345345082,inf,inf,0,inf
0.00000000000004350736329,inf,inf,0,inf
0.000000000000043561275760000003,inf,inf,0,inf
0.000000000000043615188230000004,inf,inf,0,inf
0.0000000000000436691007,inf,inf,0,inf
0.00000000000004372301317,inf,inf,0,inf
0.00000000000004377692564,inf,inf,0,inf
0.000000000000043830838110000003,inf,inf,0,inf
0.000000000000043884750580000004,inf,inf,0,inf
0.00000000000004393866305,inf,inf,0,inf
0.00000000000004399257552,inf,inf,0,inf
0.00000000000004404648799,inf,inf,0,inf
0.00000000000004410040046,inf,inf,0,inf
0.000000000000044154312930000004,inf,inf,0,inf
0.0000000000000442082254,inf,inf,0,inf
0.00000000000004426213787,inf,inf,0,inf
0.00000000000004431605034,inf,inf,0,inf
0.00000000000004436996281,inf,inf,0,inf
0.000000000000044423875280000004,inf,inf,0,inf
0.00000000000004447778775,inf,inf,0,inf
0.00000000000004453170022,inf,inf,0,inf
0.00000000000004458561269,inf,inf,0,inf
0.00000000000004463952516,inf,inf,0,inf
0.000000000000044693437630000004,inf,inf,0,inf
0.0000000000000447473501,inf,inf,0,inf
0.00000000000004480126257,inf,inf,0,inf
0.00000000000004485517504,inf,inf,0,inf
0.00000000000004490908751,inf,inf,0,inf
0.000000000000044962999980000004,inf,inf,0,inf
0.00000000000004501691245,inf,inf,0,inf
0.00000000000004507082492,inf,inf,0,inf
0.00000000000004512473739,inf,inf,0,inf
0.00000000000004517864986,inf,inf,0,inf
0.000000000000045232562330000004,inf,inf,0,inf
0.0000000000000452864748,inf,inf,0,inf
0.00000000000004534038727,inf,inf,0,inf
0.00000000000004539429974,inf,inf,0,inf
0.00000000000004544821221,inf,inf,0,inf
0.000000000000045502124680000004,inf,inf,0,inf
0.00000000000004555603715,inf,inf,0,inf
0.00000000000004560994962,inf,inf,0,inf
0.00000000000004566386209,inf,inf,0,inf
0.00000000000004571777456,inf,inf,0,inf
0.000000000000045771687030000004,inf,inf,0,inf
0.0000000000000458255995,inf,inf,0,inf
0.00000000000004587951197,inf,inf,0,inf
0.00000000000004593342444,inf,inf,0,inf
0.00000000000004598733691,inf,inf,0,inf
0.000000000000046041249380000004,inf,inf,0,inf
0.000000000000046095161850000005,inf,inf,0,inf
0.00000000000004614907432,inf,inf,0,inf
0.00000000000004620298679,inf,inf,0,inf
0.00000000000004625689926,inf,inf,0,inf
0.000000000000046310811730000004,inf,inf,0,inf
0.000000000000046364724200000005,inf,inf,0,inf
0.00000000000004641863667,inf,inf,0,inf
0.00000000000004647254914,inf,inf,0,inf
0.00000000000004652646161,inf,inf,0,inf
0.000000000000046580374080000004,inf,inf,0,inf
0.000000000000046634286550000005,inf,inf,0,inf
0.00000000000004668819902,inf,inf,0,inf
0.00000000000004674211149,inf,inf,0,inf
0.00000000000004679602396,inf,inf,0,inf
0.000000000000046849936430000004,inf,inf,0,inf
0.000000000000046903848900000005,inf,inf,0,inf
0.00000000000004695776137,inf,inf,0,inf
0.00000000000004701167384,inf,inf,0,inf
0.00000000000004706558631,inf,inf,0,inf
0.000000000000047119498780000004,inf,inf,0,inf
0.000000000000047173411250000005,inf,inf,0,inf
0.00000000000004722732372,inf,inf,0,inf
0.00000000000004728123619,inf,inf,0,inf
0.00000000000004733514866,inf,inf,0,inf
0.000000000000047389061130000004,inf,inf,0,inf
0.000000000000047442973600000005,inf,inf,0,inf
0.00000000000004749688607,inf,inf,0,inf
0.00000000000004755079854,inf,inf,0,inf
0.00000000000004760471101,inf,inf,0,inf
0.000000000000047658623480000004,inf,inf,0,inf
0.000000000000047712535950000005,inf,inf,0,inf
0.00000000000004776644842,inf,inf,0,inf
0.00000000000004782036089,inf,inf,0,inf
0.00000000000004787427336,inf,inf,0,inf
0.000000000000047928185830000004,inf,inf,0,inf
0.000000000000047982098300000005,inf,inf,0,inf
0.00000000000004803601077,inf,inf,0,inf
0.00000000000004808992324,inf,inf,0,inf
0.00000000000004814383571,inf,inf,0,inf
0.000000000000048197748180000004,inf,inf,0,inf
0.000000000000048251660650000005,inf,inf,0,inf
0.00000000000004830557312,inf,inf,0,inf
0.00000000000004835948559,inf,inf,0,inf
0.00000000000004841339806,inf,inf,0,inf
0.000000000000048467310530000004,inf,inf,0,inf
0.000000000000048521223000000005,inf,inf,0,inf
0.00000000000004857513547,inf,inf,0,inf
0.00000000000004862904794,inf,inf,0,inf
0.00000000000004868296041,inf,inf,0,inf
0.000000000000048736872880000004,inf,inf,0,inf
0.000000000000048790785350000005,inf,inf,0,inf
0.00000000000004884469782,inf,inf,0,inf
0.00000000000004889861029,inf,inf,0,inf
0.00000000000004895252276,inf,inf,0,inf
0.000000000000049006435230000004,inf,inf,0,inf
0.000000000000049060347700000005,inf,inf,0,inf
0.00000000000004911426017,inf,inf,0,inf
0.00000000000004916817264,inf,inf,0,inf
0.00000000000004922208511,inf,inf,0,inf
0.000000000000049275997580000004,inf,inf,0,inf
0.000000000000049329910050000005,inf,inf,0,inf
0.00000000000004938382252,inf,inf,0,inf
0.00000000000004943773499,inf,inf,0,inf
0.00000000000004949164746,inf,inf,0,inf
0.000000000000049545559930000004,inf,inf,0,inf
0.000000000000049599472400000005,inf,inf,0,inf
0.00000000000004965338487,inf,inf,0,inf
0.00000000000004970729734,inf,inf,0,inf
0.00000000000004976120981,inf,inf,0,inf
0.000000000000049815122280000004,inf,inf,0,inf
0.000000000000049869034750000005,inf,inf,0,inf
0.00000000000004992294722,inf,inf,0,inf
0.00000000000004997685969,inf,inf,0,inf
0.00000000000005003077216,inf,inf,0,inf
0.000000000000050084684630000003,inf,inf,0,inf
0.000000000000050138597100000005,inf,inf,0,inf
0.00000000000005019250957,inf,inf,0,inf
0.00000000000005024642204,inf,inf,0,inf
0.00000000000005030033451,inf,inf,0,inf
0.000000000000050354246980000003,inf,inf,0,inf
0.000000000000050408159450000005,inf,inf,0,inf
0.00000000000005046207192,inf,inf,0,inf
0.00000000000005051598439,inf,inf,0,inf
0.00000000000005056989686,inf,inf,0,inf
0.000000000000050623809330000003,inf,inf,0,inf
0.000000000000050677721800000005,inf,inf,0,inf
0.00000000000005073163427,inf,inf,0,inf
0.00000000000005078554674,inf,inf,0,inf
0.00000000000005083945921,inf,inf,0,inf
0.000000000000050893371680000003,inf,inf,0,inf
0.000000000000050947284150000005,inf,inf,0,inf
0.00000000000005100119662,inf,inf,0,inf
0.00000000000005105510909,inf,inf,0,inf
0.00000000000005110902156,inf,inf,0,inf
0.000000000000051162934030000003,inf,inf,0,inf
0.000000000000051216846500000005,inf,inf,0,inf
0.00000000000005127075897,inf,inf,0,inf
0.00000000000005132467144,inf,inf,0,inf
0.00000000000005137858391,inf,inf,0,inf
0.000000000000051432496380000003,inf,inf,0,inf
0.000000000000051486408850000005,inf,inf,0,inf
0.00000000000005154032132,inf,inf,0,inf
0.00000000000005159423379,inf,inf,0,inf
0.00000000000005164814626,inf,inf,0,inf
0.000000000000051702058730000003,inf,inf,0,inf
0.000000000000051755971200000004,inf,inf,0,inf
0.00000000000005180988367,inf,inf,0,inf
0.00000000000005186379614,inf,inf,0,inf
0.00000000000005191770861,inf,inf,0,inf
0.000000000000051971621080000003,inf,inf,0,inf
0.000000000000052025533550000004,inf,inf,0,inf
0.00000000000005207944602,inf,inf,0,inf
0.00000000000005213335849,inf,inf,0,inf
0.00000000000005218727096,inf,inf,0,inf
0.00000000000005224118343,inf,inf,0,inf
0.000000000000052295095900000004,inf,inf,0,inf
0.000000000000052349008370000006,inf,inf,0,inf
0.00000000000005240292084,inf,inf,0,inf
0.00000000000005245683331,inf,inf,0,inf
0.00000000000005251074578,inf,inf,0,inf
0.000000000000052564658250000004,inf,inf,0,inf
0.000000000000052618570720000006,inf,inf,0,inf
0.00000000000005267248319,inf,inf,0,inf
0.00000000000005272639566,inf,inf,0,inf
0.00000000000005278030813,inf,inf,0,inf
0.000000000000052834220600000004,inf,inf,0,inf
0.000000000000052888133070000006,inf,inf,0,inf
0.00000000000005294204554,inf,inf,0,inf
0.00000000000005299595801,inf,inf,0,inf
0.00000000000005304987048,inf,inf,0,inf
0.000000000000053103782950000004,inf,inf,0,inf
0.000000000000053157695420000006,inf,inf,0,inf
0.00000000000005321160789,inf,inf,0,inf
0.00000000000005326552036,inf,inf,0,inf
0.00000000000005331943283,inf,inf,0,inf
0.000000000000053373345300000004,inf,inf,0,inf
0.000000000000053427257770000005,inf,inf,0,inf
0.00000000000005348117024,inf,inf,0,inf
0.00000000000005353508271,inf,inf,0,inf
0.00000000000005358899518,inf,inf,0,inf
0.000000000000053642907650000004,inf,inf,0,inf
0.000000000000053696820120000005,inf,inf,0,inf
0.00000000000005375073259,inf,inf,0,inf
0.00000000000005380464506,inf,inf,0,inf
0.00000000000005385855753,inf,inf,0,inf
